Cell	I-0.53	I-0.87	I-1.57	I-3.37	I-4.34	I-4.47	I-4.79	I-5.38	I-5.58	I-7.00	I-7.05	I-7.96	I-8.22	I-9.05	I-9.80	I-10.71	I-11.26	I-11.46	I-12.69	I-13.35	I-13.65	I-13.94	I-14.38	I-14.39	I-14.65	II-0.05	II-0.14	II-1.64	II-2.77	II-5.01	II-5.15	II-6.04	II-6.82	II-7.17	II-7.77	II-8.68	II-8.72	II-10.55	II-11.03	II-11.06	II-11.47	II-12.46	II-12.71	II-13.82	II-14.29	III-2.08	III-2.37	III-4.06	III-4.10	III-4.45	III-6.85	III-8.00	III-8.21	III-8.26	III-8.92	III-12.86	IV-0.56	IV-1.69	IV-3.21	IV-5.88	IV-5.96	IV-6.40	IV-6.67	IV-6.79	IV-8.39	IV-9.06	IV-9.11	IV-10.51	IV-11.19	IV-13.02	IV-13.38	IV-14.28	IV-15.59	IV-16.64	V-0.38	V-0.88	V-1.25	V-1.61	V-5.09	V-5.10	V-9.65	V-11.81	V-13.14	V-13.62	V-13.72	V-14.31	V-14.72	V-14.78	V-15.66	V-17.01	V-17.03	V-17.30	V-17.43	V-17.71	V-18.86	V-19.09	V-19.13	X-0.17	X-2.70	X-3.80	X-4.52	X-4.63	X-6.01	X-6.76	X-8.16	X-9.03	X-13.48	X-17.15	X-17.23	X-17.29	X-17.60	X-17.69	X-17.72
Earpa	5.762572334	4.851692126	4.604980325	4.370739919	0	5.136815691	5.601789771	6.444090672	6.046197286	5.459126021	4.947846538	6.10953423	5.315633802	5.033259786	4.464244398	5.796075887	2.218685389	0	0	4.933822312	5.603686512	4.811182115	3.817208984	4.632070415	5.806284574	5.185875393	5.608345905	0	5.320446371	5.878195032	6.237760358	5.297876859	5.145628457	5.279158369	5.243220179	6.004660518	6.023401943	4.998659305	5.490503684	4.703079839	5.371115412	3.764381086	5.713164806	5.536386571	4.792606951	0	4.584164482	5.817094399	6.145804096	3.721068477	4.683540501	6.411774928	4.652057351	5.831343852	5.385418893	3.313416244	3.318343977	4.906791231	3.79055209	4.204899236	4.2251303	6.316278936	4.7521988	5.998251831	5.679387586	4.078158651	5.672291388	5.636140055	4.360445882	5.524283856	5.358694174	5.140818711	0	5.789415693	2.335642255	3.852923939	5.109294636	3.401839698	6.436181509	4.214656275	6.154970835	6.014550213	5.178203384	5.755075774	5.161046916	4.078603584	5.60334461	3.453034235	3.585457433	3.199342793	0	0	0	0	5.784659404	0	3.927567279	0	0	4.041019693	5.644365022	3.55656014	3.996796448	0	3.168311551	2.909271005	3.038916749	3.191387942	4.682733973	3.610046302	3.124551056	3.565364314	0
Earpp	5.647630149	4.736641688	4.176336155	4.319699114	0	5.07440441	5.075894771	6.23295804	5.720681922	5.281633632	4.65768355	5.815631387	5.043754343	5.088209029	4.184829237	5.779003063	0	3.801837201	0	4.834252506	5.467020993	5.280938304	3.450699995	4.44641733	5.866550194	5.087241179	5.309684148	0	4.918380237	5.453103573	5.751430381	5.120115099	4.889727322	4.814109179	5.189490232	5.835147082	5.87583698	4.77032636	5.30088115	4.454357863	5.165708611	3.786014142	5.670085433	5.074735478	4.420189522	0	4.474389938	5.736174088	5.905894655	3.834169887	4.489460397	6.31648951	4.038787113	5.754259393	5.402985948	3.173281608	3.09035608	4.720067759	3.346742815	4.244187439	4.358861009	5.995555866	4.701780802	5.666184563	5.484870635	4.050230626	5.569734625	5.231294349	4.248073819	5.512355535	5.547956256	4.309429405	0	5.577196657	0	3.642003673	4.951481908	3.293292365	6.197032181	4.118889435	5.669236204	5.725656789	4.694664604	5.41164103	5.234698697	3.990088253	5.345065708	3.013357341	3.654840636	2.884760108	0	0	0	0	5.643633101	0	3.737136475	0	0	3.716650585	5.328178393	3.683208101	3.567409226	0	2.846983741	2.451190739	2.62872348	3.005883259	4.470351127	3.379951332	2.932610497	3.460326124	0
Eplaa	5.952402629	4.726091751	4.313309663	3.229321183	0	4.581085778	5.100389646	5.702030003	5.71516805	5.141147776	4.866214975	5.923434815	4.858818347	4.973099979	5.055596673	5.587139601	0	3.368570845	1.948694248	5.141760938	5.223523704	4.873180558	3.790716716	4.425129117	5.802366825	5.109666028	5.620677205	0	4.779701478	5.435629722	5.490035412	5.610495272	4.202150599	4.650434347	5.059632582	5.889983004	5.681541213	4.725614549	5.369356371	4.450754876	5.239101906	3.958679278	4.653021573	4.589767468	4.612972235	0	3.93651511	5.958524487	6.033339414	4.866582388	4.488182686	6.223911087	4.364974526	5.965093132	4.981264814	4.317210545	3.165256947	3.85454784	3.642920007	4.84252606	4.956922054	5.593186041	4.597689832	5.140797036	5.220327023	4.711175083	5.664687641	5.786569293	4.792725381	4.800970936	5.406357375	4.40711498	3.010184712	5.18521329	0	3.604614244	4.411781542	4.446025913	6.327608963	4.746601084	5.733033891	5.687550106	4.978227978	5.688857569	5.034369743	4.698133166	5.392588945	3.021523737	4.425823158	0	0	0	0	0	5.955025458	0	3.455045268	0	0	3.483287248	5.014747604	3.801612618	3.920543346	3.585792239	4.013608358	3.256680662	3.423255721	3.277697674	3.227890628	3.738367006	3.323976468	3.460201091	0
Eplap	5.923640553	4.451478284	4.072687103	3.045721293	0	4.660180829	5.023404865	5.725734158	5.714236776	5.357456547	4.77804964	5.667102427	4.941850213	4.921157648	4.943851635	5.841193766	0	3.750112979	2.954556033	5.257177322	5.271043665	4.766570129	3.646836924	3.971965585	5.542591825	5.196275096	5.543767399	0	4.583700266	4.70465873	5.39653129	5.635129153	3.98135882	4.774810615	5.110565429	5.856646945	5.609819571	4.891957009	5.228344547	4.225656919	5.221463339	4.120315604	4.410209294	4.519166741	4.365799249	0	4.1579315	5.840639603	6.018925699	5.304493409	4.678839157	6.243398121	4.307579171	5.917440583	4.930326712	4.237205697	3.105994704	3.519110901	3.836467387	4.842319937	4.885965655	5.554489063	4.853005044	5.029435437	5.129662668	4.770797533	5.379269017	5.966774505	4.630192813	4.844885865	5.369789334	4.181656137	3.368417503	5.029820427	0	3.649945277	4.426617773	4.162409352	6.106607537	4.557640871	5.824213478	5.687235909	4.704763473	5.412514234	5.076753389	4.556515	5.245970968	3.474796209	4.317329952	0	0	0	0	0	5.953743394	0	3.974704887	0	0	3.476349175	5.328341515	3.511311912	3.611123058	3.497494399	3.774158504	3.330802786	3.286878992	3.584682343	2.978809851	3.450011726	3.181035426	3.665667036	0
Eplpa	5.724247068	4.393142288	3.731064188	0	0	4.141497796	4.938333927	6.004988409	5.820967909	5.1216289	4.58341704	5.680611177	4.997298139	4.630605448	5.044645263	5.317808182	0	0	0	5.158163915	5.272790265	4.598111242	0	3.024214016	6.097475817	5.038648317	5.347514331	2.940191857	4.851745495	4.689587488	5.298019399	5.120718422	4.25268629	4.486180788	4.572653528	5.783710074	5.506396544	4.508335835	5.022022145	4.287051052	4.859752155	3.532384442	4.600366506	5.183305118	4.564001961	0	3.762139433	5.282147591	5.96526184	4.362908009	4.584000766	6.087692607	3.891504938	5.877184473	4.826752407	4.002984403	2.778771929	3.838456619	3.492735444	4.921120625	3.535841553	5.250155244	4.54369776	5.330669837	5.034566161	4.194683623	5.289204301	5.635723703	4.229257798	4.987654252	4.329726664	4.467391087	2.298512566	4.66579064	0	2.911370234	4.723378996	0	6.066545776	4.202702947	5.485256752	5.441399319	5.047766021	5.601109058	4.95654528	4.450898803	5.231119167	2.983118152	3.790700956	1.870967095	0	0	0	0	5.565505484	3.7727189	3.538045752	0	0	0	4.693095932	3.173232087	3.521207529	0	3.278259553	3.48444595	2.561655627	2.477069842	3.313926257	3.404790482	3.512167373	3.580504683	0
Eplpp	5.79452901	4.596381732	3.786703226	0	0	4.513057326	5.495646386	6.143269742	6.007333688	5.457218705	5.271922346	5.519032769	5.155347493	5.268664032	5.322042455	6.070225183	0	2.860505409	0	5.104692946	5.823314105	5.507069089	0	3.112580578	5.737740605	5.257679944	5.91790628	2.96411335	4.918734334	4.986958411	5.588317256	5.646446941	4.559701534	5.050227012	5.207687989	6.104037155	5.908071745	5.038266655	5.452449104	4.535936963	5.374280692	4.181762469	4.946311239	5.535487944	4.907790579	0	4.39735694	5.657216355	6.271618484	4.980578457	4.848724243	6.454685182	4.51655202	5.920752903	5.440259427	4.387279557	2.932939326	4.19974668	4.281539238	5.307967032	4.003764515	5.872736888	5.037497044	5.674201345	5.446280689	4.52398609	5.377155752	6.025468051	4.79587553	5.210910478	5.971522046	4.703421247	3.349538561	5.018529027	0	3.025178306	4.806743688	0	6.213504762	4.29131871	5.660338509	5.646224989	5.38239922	5.866113566	5.365945002	4.785385245	5.632218231	2.717438473	3.641380294	0	0	0	0	0	6.008705072	3.711333778	3.654513757	0	0	0	5.218863915	4.000996779	4.17325528	0	3.783437108	3.867081059	0	3.240988376	3.745933825	3.951370433	3.946395229	3.548332704	0
Epraa	5.8450254	4.718580513	4.207780023	4.377178671	3.887676782	4.627378212	4.798793111	6.178114462	5.530508361	5.340171518	4.62159533	5.765742555	4.928020799	4.881683367	4.599962482	5.72529643	2.481815929	2.151262448	0	4.891880009	5.759083158	4.552122159	3.245430639	4.189056875	6.05933073	5.120435272	5.253644581	0	3.695246338	5.22397915	5.757474294	5.4506258	4.638264674	4.753368472	5.300739022	5.944125638	5.897561996	5.159619431	5.324822193	4.584280263	5.28251533	4.212268863	5.277177123	5.025438783	4.279715869	0	4.617650207	6.020289595	6.073684611	4.520192442	4.243351415	5.980954232	4.399204181	5.883039032	5.553519265	2.590374407	3.120888937	3.634407159	3.519213721	4.63008776	4.690462961	5.624875488	4.535644544	4.679091849	5.562808486	4.345704483	5.613424558	5.40858227	4.417942577	4.940313677	5.625396845	4.986307131	0	4.971433695	0	3.969798072	4.55149787	3.362265667	6.333891013	4.767364207	5.763757354	5.576613441	4.82489035	5.468442998	4.968566139	4.450419026	5.283114039	3.14225584	4.524758349	0	0	0	0	0	5.815279362	3.519725032	4.11695076	0	0	3.902495695	5.071479975	3.725125151	4.051074364	3.342362745	3.134684824	3.417845235	2.752218924	2.031295185	4.253204778	4.223870949	2.100972874	3.964767397	0
Eprap	5.738552893	5.008772323	3.915851816	5.130228954	4.27724353	4.386069445	4.841219914	6.137159922	5.576916457	5.495429324	4.829261823	5.888676473	4.78032149	5.013391613	4.664842196	5.839061179	0	0	0	5.071238381	5.960538144	4.720619543	2.985072977	4.261820464	6.194954131	5.148720425	5.627328019	0	3.287801349	5.51635984	5.574093401	5.400258509	4.839239219	4.706151822	5.51163583	5.874902798	5.756827053	5.065935686	5.289827212	4.573394793	5.159660321	4.235259671	4.740676961	4.870158457	4.105287006	0	5.093657432	5.703989405	5.924772091	5.149788827	4.457769863	6.356733069	4.384814649	5.765679778	5.701349891	2.810699833	3.044559579	3.936304865	3.284271167	4.767024724	4.889989171	5.578712171	4.518405737	5.344306923	5.169711307	4.613851503	5.633477965	5.853343524	4.542751191	4.566227341	5.192320416	4.916451959	0	5.245685124	0	3.948137041	4.34285112	3.258720375	6.276431999	4.570574333	5.782119182	5.3924209	4.55601759	5.456015418	5.205747281	4.708182505	5.175049832	3.688638377	4.747157513	0	0	0	0	0	5.546222001	2.744670253	4.097200873	0	0	3.594681724	4.194484511	3.775741609	4.06438352	3.525049272	0	3.206126852	2.771251891	2.575570181	4.138984694	4.198445167	2.813481976	4.400791715	0
Eprpa	5.204474646	4.816469843	3.903488009	4.230103077	3.221111224	4.390388388	4.821383418	6.003623863	5.48747451	5.339861089	4.546827231	5.822751372	4.826948954	4.343603294	4.511073213	4.747141394	0	0	0	4.844595388	5.800109094	4.35249644	3.655868744	4.146834704	6.240133281	5.10275588	5.674178405	0	5.051303489	5.283582159	5.616077929	4.898870813	4.615301512	4.813103815	5.490401007	5.72510023	5.778521044	4.689091814	4.874548488	4.041221823	5.074939348	3.71585539	4.90739285	5.282902215	4.119297845	0	3.247185968	5.809462069	5.817408539	4.603448682	3.5146201	6.459490541	3.499923058	5.870519288	5.334045143	3.736028505	3.20510923	4.040943814	1.466947618	4.511276999	3.773446286	5.468227911	4.490116827	4.565746186	5.400450921	4.539440271	5.521729362	5.784446413	4.502853871	4.137195536	4.96236748	4.568006201	0	4.816109139	0	4.646133111	4.871927162	3.295124794	6.391615307	4.202103523	5.998180654	5.344684025	4.987946115	5.768989771	5.010832907	4.143911379	5.357565236	0	4.323990455	0	0	0	0	0	5.396154869	0	0	0	0	3.426866096	4.646807531	3.584998511	4.240357285	0	3.196875197	3.517305449	3.359213646	3.332087563	3.956243144	3.874075205	0	4.701829475	0
Eprpp	5.076304734	4.989620034	3.905911613	4.462475523	3.210109221	4.409231182	5.176485642	6.177424017	5.818243824	5.356372967	4.928592309	5.627505851	4.968272843	4.602563161	4.540354309	4.939993804	0	2.942952205	0	4.802522092	5.885638774	5.335907103	3.790123312	3.970088771	5.781324539	5.394078367	5.347575569	0	5.08216972	5.504451033	5.807631472	5.443927835	4.870744095	4.822375387	5.476695829	6.208500853	5.950535991	4.866076206	5.27009521	4.206240511	5.280140708	4.075745476	5.057155682	5.455136104	4.17100272	0	3.988130451	5.841860778	5.769402227	5.182391939	3.919684935	6.425107607	4.139342339	5.729805604	5.693034243	3.689189185	3.33084414	4.181125779	0	4.994588595	3.795333223	5.737389927	4.903561953	5.221630584	5.378769369	4.194505447	5.513030728	5.877935611	4.774518741	4.411785473	5.713389686	4.636625856	0	5.166236696	0	4.828446072	4.839196215	3.320977084	6.190360124	4.301722369	5.915121965	5.368787727	4.922773327	5.782427269	5.265653168	0	5.35792966	0	4.070464941	0	0	0	0	0	5.79658917	0	0	0	0	3.987840719	5.032977589	3.890055355	4.663875055	2.169011893	3.713440961	3.319851512	3.292770197	3.618536092	4.293198721	3.91256664	3.07365968	4.617087617	0
Caapa	0	4.219550877	0	0	0	2.876045865	4.826891569	5.019384367	4.952303112	4.695751756	4.381356931	5.172455248	4.585472505	4.404014053	3.085265428	4.699006738	0	0	0	3.281218928	4.740304886	4.334270546	0	2.995283339	4.37435216	4.479411568	4.57620096	0	0	4.427018854	4.981423161	4.293958252	3.485093757	4.105951632	4.543821603	5.243989628	5.236328842	4.503126833	4.250512228	4.07801483	4.837879095	2.319387375	4.963344607	3.523752001	0	0	3.532387816	4.631013045	4.371903987	4.434209366	3.546021853	5.273223451	4.15491523	4.786216131	4.509841928	4.216445127	0	3.126645146	0	3.720747258	4.039136394	4.290415945	4.25707003	4.924877885	4.675111171	1.995411747	4.5047341	4.449248991	4.378682026	3.026674835	5.07353421	4.022431681	2.674638546	3.582451197	0	2.777183931	2.952700127	0	5.271584135	3.554189513	5.3228096	3.528946303	3.675077133	4.989224548	4.370621808	4.415338014	4.04973065	0	2.027968317	0	0	0	0	0	4.690742909	0	0	0	0	2.216253871	5.197673576	3.483164153	2.316269195	0	0	3.244574671	2.621921409	3.062174024	4.139232572	3.003908291	0	2.581529875	0
Caaaaa	5.105173653	4.643591423	3.143689938	0	3.527914123	4.552310511	4.635035476	5.567662822	5.255918827	5.254974078	4.614000548	5.129466847	4.754444259	4.732162642	4.417542642	5.079025056	0	2.917625753	0	4.341414777	4.939545633	4.853985891	0	3.928742758	5.580726816	4.580168745	5.161035605	0	4.105191054	4.825101406	5.267883461	4.604126285	4.459863612	4.506699257	4.606302531	5.323848685	5.678861851	4.553042994	4.968259721	4.313298813	4.756154124	3.479488567	4.7709078	4.70944937	3.816311296	0	3.526710362	5.628991592	5.531058968	4.901469968	4.294336918	5.747105085	4.051386044	5.392278893	4.510619631	4.458559272	3.168595437	3.873734425	3.691456857	4.089046021	4.03153406	5.112252443	4.346628572	4.901369976	4.825792669	4.605128367	4.887507188	5.313311556	3.526104648	3.720167705	4.967635596	3.982913844	0.367077058	3.860559442	2.344893807	2.964069242	4.213860667	3.876993646	5.872847889	3.99307872	5.352090313	5.405188496	4.498010403	5.26154084	4.60893331	5.135862371	4.882088855	0	3.994444484	0	0	0	0	0	4.958390622	0	0	0	0	3.09447621	5.156686746	3.34827811	3.482538297	2.646744389	3.378553797	3.282860447	0	3.227373644	3.530639002	3.942176137	2.880421188	3.354373562	0
Caaaap	4.983973989	4.755073406	3.011522915	0	2.651400998	4.242637226	4.134605923	5.520591883	5.345517874	5.137341046	4.632494736	5.22516649	4.743218677	4.57184801	4.204083728	4.939488305	0	3.040447194	0	4.384462033	4.965430397	4.673759977	0	3.580651969	5.481538824	4.535290057	5.087601042	0	3.95111267	4.680188748	5.247950945	4.081345789	4.296810064	4.43129965	4.617888114	5.245402205	5.692183607	4.526042998	4.898791082	4.362676141	4.713795919	3.099895087	4.585593494	4.649352368	3.598545568	0	3.591518458	5.36334691	5.516847787	4.602759842	4.369530926	5.892132021	4.039941579	5.304969184	4.792148374	4.545753557	2.97247889	3.865165248	3.800988558	3.842900096	3.604404857	4.828855391	4.343661456	5.229137348	4.928120058	4.394709546	4.793852914	5.143684576	3.385678427	3.513910976	5.19660501	3.86158204	0	3.997658628	2.774974417	2.98555774	4.013233857	3.597143271	5.773978013	3.749668326	5.559621688	5.574938807	4.344587513	5.14612081	4.611890219	5.023357211	5.004794771	0	4.233481992	0	0	0	0	0	4.895842957	0	0	0	0	2.870006618	5.055735092	3.287214076	3.262373644	0	3.049065828	3.302933341	0	2.95665135	3.508935698	3.798823098	2.684443807	3.353133504	0
Caaapa	4.537734457	4.745660749	2.708438247	0	2.274884081	4.296208291	4.616131086	5.15607538	5.128282354	4.851842097	3.997369991	5.082502473	4.829218433	4.338075207	4.214656383	4.597546709	0	2.649184668	2.802726794	4.076065335	4.70558964	4.265620416	3.552600958	3.7400273	5.042656052	4.400437171	4.973207567	0	3.670624299	4.320334209	5.097077945	4.712964519	4.250006155	4.030855218	4.594847357	5.402363865	5.642756972	4.468416341	4.523491265	4.46994107	4.449907095	2.897295776	4.770705481	5.174660469	3.609650784	0	3.333081416	5.087856864	5.291552468	4.214057453	3.951449183	5.642506814	3.372367904	5.197132422	4.599552773	4.310422302	3.292634049	3.869691904	4.013351474	3.673988506	3.765020399	4.872681729	4.125633423	4.991316788	4.964127406	4.220899363	4.610091221	5.11320418	2.986569868	3.577936164	5.050448224	4.18262429	3.184938621	4.305105004	0	3.108589504	3.345140179	2.553485817	5.388136165	3.902261011	5.293393746	5.277361289	4.264217118	5.047294313	4.358338025	4.737878052	4.931344365	0	3.951204516	0	0	0	0	0	4.642674261	0	0	0	0	2.296491614	5.112569424	3.11505798	3.371335022	2.847108352	3.511913299	2.78705889	0	2.883639423	3.430628471	3.915018381	2.600953787	3.623917017	0
Caaapp	4.671819623	5.090758616	2.509535287	0	3.039602637	4.865898276	5.093648783	5.223138607	5.473809564	5.11161408	4.86832654	5.609529046	5.35310759	4.73963064	4.478551887	5.06988258	0	3.040315502	3.341459529	4.395367647	4.933119039	4.969682796	3.592059779	4.180209126	5.189359296	4.992286711	5.350800594	0	3.978406292	5.252084728	5.873621811	5.092771194	4.762116826	4.491769612	5.081794783	5.910974416	5.854753967	4.918586397	5.332437198	4.949922107	5.040473625	3.634019219	5.325582091	5.692583501	4.342455255	0	4.656069145	5.595637702	5.43124918	4.716397581	4.5008555	6.043558823	4.356166898	5.648525636	4.685568884	4.915174412	3.383772512	4.513680177	4.348882915	4.108501664	4.31700052	5.428157504	4.778999689	5.535743412	5.396286253	4.648242027	5.334864815	5.508513515	3.792403224	3.981508465	5.491875673	5.158737104	3.77672882	4.667170413	0	4.160322938	3.933323439	3.478067528	5.673734846	4.764059435	5.575564466	5.630746576	4.575172522	5.474605756	4.983200891	5.32740326	5.260931141	2.201358277	4.184607858	0	0	0	0	0	4.884812704	0	0	0	0	3.45318453	5.638227695	3.882051822	3.820727443	2.993542644	4.068769666	3.205748285	3.161287046	3.480003661	3.841376214	4.060142582	3.502617803	4.085574616	0
Caappd	4.486154307	4.560334459	3.189546708	0	0	3.547141313	5.237975293	5.28940797	5.050732307	5.620345584	4.768364312	5.58929955	4.651995258	4.804369061	3.959392063	5.186691836	0	0	3.071173207	3.473411167	5.235426987	4.955712457	0	3.454927436	4.961925697	5.202752214	4.877752171	0	0	5.328530395	5.52519854	4.774445277	4.298354119	4.548341124	4.8839171	5.637491622	5.615536278	4.588528421	4.90533239	4.568601929	4.942568651	2.994803366	4.812927944	3.769472273	3.131927032	0	3.659046266	4.667170568	4.606225696	5.173013358	3.803518479	5.611826198	4.463907283	4.951884857	5.021810884	5.172869534	2.471727645	4.134650142	0	4.018889934	4.601941145	5.01839592	4.660887679	5.213575402	4.808678698	2.558637513	4.990782962	5.428424782	4.294275926	3.600476115	5.379905769	4.300225258	3.709435525	3.392952214	0	3.38635969	4.020761729	0	5.773210939	3.72430381	5.394380855	4.061627735	4.564376755	5.09541569	5.169960122	5.406044573	4.580842791	0	3.670146486	0	0	0	0	0	4.895371552	0	0	0	0	0	5.184746325	3.857189995	3.384456141	0.829150209	0	3.787852978	3.025599016	3.49715288	4.214409809	3.967101621	3.994299178	3.280760126	0
Caappv	4.450113911	4.509620732	2.911486524	0	0	3.349142501	5.332075438	5.393357435	5.282465499	5.543694746	4.831072109	5.181309683	4.903050425	4.786290173	3.764371886	5.19032582	0	0	3.041413736	3.114466577	5.067752695	4.764445783	0	3.622761093	4.969599434	5.302710479	4.826574044	0	0	5.177849231	5.641547356	4.677398911	4.156524984	4.431611011	4.887841984	5.67310998	5.686867056	4.556811501	5.236158238	4.482635495	4.958696328	3.093540138	4.698133702	3.830121687	2.963671786	0	3.491333059	4.819329229	4.574886539	4.779721302	3.50806782	5.734588946	4.20298593	5.004244387	5.03360337	4.884094834	3.423591637	4.363936355	0	4.388042817	4.349114335	5.138080577	4.799839127	5.480746573	4.450389291	2.389313847	4.743070384	5.475148815	4.620861257	3.645449427	5.569357468	4.297089283	3.652594889	0	0	3.698360509	3.810755429	0	5.803478672	3.88773038	5.463167519	4.106648748	4.476814145	5.263876656	5.073916051	5.401755721	4.583440509	0	3.460934576	0	0	0	0	0	4.601370906	0	0	0	0	0	5.11474481	3.689834437	3.236115546	0	0	3.246432997	3.11579472	3.791870516	4.376482394	4.018929639	3.887045157	3.234754405	0
Capaaa	0	3.112451398	2.534853961	0	0	3.274910274	3.129136105	4.314678066	3.734565345	4.265537687	1.020736369	4.56137784	3.510697898	3.219661202	3.482974512	3.281015128	0	2.399515482	1.508758598	0	4.122504548	2.971507478	0	0	4.669735322	3.298560098	4.711485587	0	0	2.829423884	4.235364666	3.123583248	3.288279425	3.600079277	3.753876411	4.470164277	4.210207483	2.839200615	3.623381419	3.575672541	3.747493376	2.831129539	2.67369223	3.836433072	1.941775409	0	1.036096653	3.460780602	4.203988491	0	2.556030759	4.509953498	0	4.01779963	4.265979998	2.930743427	3.046871362	0	1.685610697	1.866139885	3.269267947	3.390543527	2.909568319	3.096448655	3.874633982	2.525137563	3.393831319	4.233229377	0	2.991995985	2.767296492	3.15962624	0	2.556126421	0	2.19940255	3.186469457	0	4.706068001	0	4.301691268	4.838356987	2.406263105	3.233539891	0	4.235612408	4.187800566	0	2.720375876	0	0	0	0	0	3.353478408	0	0	0	0	0	3.28862992	0	0	0	0	1.517500395	0	0	0	1.74901248	0	2.41972304	0
Capaap	0	4.091066618	3.194028531	0	0	3.655419684	3.957293669	4.879059092	4.557211783	4.843008125	3.540774496	4.558998293	4.100139653	4.224185835	3.778218249	4.646340992	3.828279794	3.158216916	2.277567243	2.5365358	4.288172047	4.042168653	0	0	4.685621215	4.234316313	5.154595799	0	0	3.646320987	4.955937116	4.365792589	3.504998936	3.95231742	4.379805533	4.956457681	4.642890873	3.737939073	4.395118601	4.03809311	4.267587228	3.408487765	4.128213473	4.39320245	2.687564415	0	3.625078284	4.231838756	4.807260571	4.201277515	3.186899822	5.123201228	3.7167672	4.461301687	4.455314867	0	3.193315705	3.599144777	1.642760476	3.769039053	4.328619021	4.500066952	4.317371022	4.334506718	4.597416713	3.031324755	4.217787848	5.085728372	2.201542482	3.782769827	4.251733459	3.821856741	1.351203991	4.042078399	0	3.576084668	3.439319683	1.553172101	5.249542342	3.240212093	4.73450626	4.656141204	2.705690249	4.121846452	0	4.648491905	4.357547972	0	3.257606252	0	0	0	0	0	4.52439941	0	0	0	0	0	4.297340472	2.838507111	0	0.423344444	0	2.87446367	1.80322005	1.880070559	2.673081259	3.260586631	0	2.911965019	0
Capapa	3.569828555	3.104045277	0	0	0	3.283526124	3.47485111	4.536108948	4.688109679	4.019695199	2.910783112	4.542990964	3.346012983	3.654654135	3.731790203	3.813145701	3.121971693	3.102837749	1.867906863	0	3.860945982	0	0	2.194963546	4.538601099	3.785191104	4.241012238	0	0	3.71901283	3.778817663	3.967596524	2.279844833	3.498781881	3.981209608	4.361487608	4.386541402	3.836912886	3.822873498	3.96611648	3.927911613	2.749957047	3.3924496	3.376663627	2.708805742	0	0	4.269483095	4.571613928	2.617515555	2.168123489	4.543228622	0	4.052567441	3.905343555	3.556245741	2.511045517	3.306994325	0	1.618267883	3.497073562	3.092483822	3.468450386	3.271250954	3.819939336	2.50683055	3.531245487	4.108832306	0	3.900394508	3.636189991	3.30821867	0	2.983014217	0	2.860856521	3.670491545	0	5.104051926	2.685404944	4.405662612	4.085185772	3.261215534	3.670564328	1.364806844	0	3.826912788	0	3.227973256	0	0	0	0	0	3.556079648	0	0	0	0	0	3.688671748	0	1.595274795	0	0	0	0	1.635018009	2.818752911	3.17159956	0	1.388672858	0
Capapp	4.133098818	3.358017837	2.979112735	0	0	3.440208113	3.960130462	4.938193726	4.839352023	4.581276486	3.772278706	4.914947933	4.004006723	4.151938096	4.012330914	4.738204965	3.728062982	3.639700456	2.323853467	0	4.223130522	3.955038426	0	0	4.702786057	4.572231916	5.270628168	0	0	4.296182736	4.983150459	4.671613119	2.89522354	3.861713272	4.472139176	5.112304372	4.830782359	4.03996138	4.321118226	4.172937156	4.487814269	3.034577591	4.578342723	3.842574409	2.937181758	0	2.847306315	4.619164622	5.175245331	3.758591034	3.054148532	5.129669625	0	4.627481914	4.214542115	0	3.765936294	4.016485105	0	3.360142838	4.437400273	3.968918579	4.356306943	4.117907584	4.458109332	2.759846827	4.243996686	5.224627787	1.837476713	4.279411066	4.361845566	3.851554738	1.467627723	3.997742886	1.941957797	3.979325782	3.75629693	0	5.495565538	2.59468219	4.839640458	4.357312416	3.420221444	4.447093416	3.271940157	4.461699523	4.511422372	0	3.606270582	0	0	0	0	0	4.628842831	0	0	0	0	0	4.267350334	2.144825465	2.73303098	0.219365681	0	2.490583479	0	2.239861437	3.00267239	3.802638759	0	2.462879866	0
Cappaa	3.832713476	3.800952147	0	0	0	3.686966497	0	4.652299458	4.849118367	4.756382595	2.966088356	4.981870877	3.708987325	3.634707486	3.949628481	3.90887062	0	2.645177612	0.505113708	3.232891949	4.111378153	2.554046385	0	3.255124074	5.078812717	4.030664134	5.199607387	0	0	4.175888672	4.559382019	4.583446512	2.835259264	3.766284654	4.319586874	4.664728161	4.592387562	3.744693684	4.221123637	4.098719504	4.359882109	2.923730763	4.276393006	3.905290678	3.103583029	0	0	4.361017557	4.649575631	3.931898263	3.072962582	4.900388981	3.313102285	4.357110898	4.123002746	3.183697289	2.774682009	3.421432868	0	3.010792492	3.968855525	4.106836388	3.940765926	3.873245254	4.284017309	3.445902961	3.897589111	4.176263716	3.009551627	3.724100408	4.337350198	3.529967779	2.007296499	2.425504471	1.780604675	2.520300304	4.216303723	1.717010581	5.415918571	3.742196073	4.47067837	5.3195763	2.688545501	4.057428032	3.270967169	4.726388422	3.657276373	0	3.439844178	0	0	0	0	0	4.089413579	0	0	0	1.340335887	0	3.986602892	2.985748158	2.702567674	0	0	2.112164298	0	2.120718758	2.689960224	3.248724802	1.059676636	2.689683207	0
