Cell	I-0.53	I-0.87	I-1.57	I-3.37	I-4.34	I-4.47	I-4.79	I-5.38	I-5.58	I-7.00	I-7.05	I-7.96	I-8.22	I-9.05	I-9.80	I-10.71	I-11.26	I-11.46	I-12.69	I-13.35	I-13.65	I-13.94	I-14.38	I-14.39	I-14.65	II-0.05	II-0.14	II-1.64	II-2.77	II-5.01	II-5.15	II-6.04	II-6.82	II-7.17	II-7.77	II-8.68	II-8.72	II-10.55	II-11.03	II-11.06	II-11.47	II-12.46	II-12.71	II-13.82	II-14.29	III-2.08	III-2.37	III-4.06	III-4.10	III-4.45	III-6.85	III-8.00	III-8.21	III-8.26	III-8.92	III-12.86	IV-0.56	IV-1.69	IV-3.21	IV-5.88	IV-5.96	IV-6.40	IV-6.67	IV-6.79	IV-8.39	IV-9.06	IV-9.11	IV-10.51	IV-11.19	IV-13.02	IV-13.38	IV-14.28	IV-15.59	IV-16.64	V-0.38	V-0.88	V-1.25	V-1.61	V-5.09	V-5.10	V-9.65	V-11.81	V-13.14	V-13.62	V-13.72	V-14.31	V-14.72	V-14.78	V-15.66	V-17.01	V-17.03	V-17.30	V-17.43	V-17.71	V-18.86	V-19.09	V-19.13	X-0.17	X-2.70	X-3.80	X-4.52	X-4.63	X-6.01	X-6.76	X-8.16	X-9.03	X-13.48	X-17.15	X-17.23	X-17.29	X-17.60	X-17.69	X-17.72
ABalaaaala	0	0	0	0	0	0	0	0	2.086097591	0	0	1.974806243	1.926876201	0	0	0	0	0	0	0	0	1.530632406	0	0	0	0	0	0	0	0	0	0.395314686	0	0	0	2.16894183	1.203849311	1.014877312	0	0	2.474004541	0	0	0.776526583	0	0	0	0	0	4.577307288	0	2.076184256	0	0	0	0	0	0	0	0	0	0	0	1.822850973	1.277181908	0	1.607819579	0	0	0	0	0	0	0	0	0	0	0	1.996828506	0	0	0.980145296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABalaaaalp	0	0	0	0	0	0	0	0	2.647519462	0	1.585920282	2.128040603	2.056329504	0	1.193996394	1.985736582	0	0	0	0	0	2.012759167	0	0	0	0	0	0	0	0	1.900599272	0	0.174773134	0	0	3.318089564	1.892251134	0	0	0	2.120841301	0	0	1.278670563	0	0	0	1.804092825	0	4.654145373	0	2.76590246	0	0	0	0	0	0	0	0	0	0	0	1.890513548	1.812878532	0	0	1.888871726	0	0	0	0	0	0	0	0	0	0	2.715231962	0	0	1.816379948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABalaaaarl	0	0	0	0	0	0	2.183833184	0	2.003746897	0	0	2.420833752	0.874632989	0	0	2.081070689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.36154912	1.059697945	1.917674967	0	0	2.07121239	0	0	1.334517728	0	0	0	2.097364414	0.665090072	4.619526407	0	2.248726562	0	0.77104885	0	0	0	0	0	0	0	0	0	2.096072823	1.497962994	0	0	0	0	0	0	0	0	0	0	0	0	0	2.043021851	0	0	0	0	0	0	0	1.858877568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABalaaaarr	0	0	0	0	0	0	2.004978289	0	1.605092646	0	0	2.572232371	0	0	1.720653927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3703611	0	0	0	0	0	1.581182017	1.920847122	1.592954391	0	0	1.671673902	0	0	1.374487905	0	0	0	2.555285272	1.010559315	4.771734825	0	2.361743255	0.231585729	1.98586965	0	0	0	0	0	0	0	0	0	2.00927951	1.838479713	0	0.870648753	2.059272165	0	0	0	0	0	0	0	0	0	0	2.32962689	0	0	1.792509154	0	0	0	0	2.595394899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABalaaapal	0	0	0	0	0	1.486388909	0	1.221972355	2.962655929	0	2.580494004	3.187313394	0	1.556736932	1.368984802	2.636820673	0	0	0	0	0	0	0	0	2.069230863	0	0	0	0	0	2.410898437	0	1.358228031	1.393398406	0	2.992769993	2.502287331	2.543146463	0	0	2.94290803	0	0	1.547064156	0	0	0	2.415182862	1.560245529	5.002870584	0	2.760138302	0	2.267007918	0	0	0	0	0	0	0	0	0	2.562923597	2.234666536	0	2.078911036	3.003918317	0	0	2.974764814	0	0	0	0	0	0	0	3.407910861	0	2.146470802	2.822604963	0	1.897131337	0.848634192	2.689147854	0	0	0	0	0	0	0	0	2.085801531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABalaaapar	0	0	0	0	0	0	0	0.736573827	2.766785286	0	0	2.956596569	0	0	0	0	0	0	0	0	0	0	0	0	1.61222832	0	0	0	0	0	2.031316096	0	0	0	2.355566296	2.243776589	2.664162106	0	0	0	2.975671246	0	0	0.419300719	0	0	0	2.110893808	1.735302659	5.114690656	0	2.778544017	0	1.918209479	0	0	0	0	0	0	0	0	0	2.646285847	0	0	0	2.720670919	0	0	2.818969035	0	0	0	0	0	0	0	3.203696011	0	0	2.487490746	0	0	0	0	0	0	0	0	0	0	0	0	1.381156474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABalaaappl	0	0	0	0	0	0	3.178399191	1.779991555	3.16802626	0	0	2.49620172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.387083405	1.708278885	1.834829931	0	0	0	3.399001616	2.776180979	0	0	0	2.730439106	0	0	0	0	0	0	2.392234213	0	4.722651424	0	2.950792934	0	2.117384029	0	0	0	0	0	0	0	2.219297584	0	2.396189256	1.795302268	0	2.65252228	2.800755304	0	0	2.564780776	0	0	0	0	0	0	0	3.068691693	0	0	1.910117465	0	2.317982752	0	0	2.118303918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABalaaappr	0	0	0	0	0	0	3.365478703	2.002880129	3.130418686	1.221331525	0	3.072767136	0	0	1.734601744	2.118723134	0	0	0	0	0	1.234058444	0	0	0	0	0	0	0	2.645259064	2.341026241	1.978838121	0	0	0	3.671584006	2.946243225	0	0	0	3.087801074	0	0	1.237176298	0	0	0	2.818040504	1.216550959	4.874553379	0	3.156881222	0	2.20707408	0	0	0	0	0	0	1.383586311	2.444342181	0	2.842891249	1.983039022	0	3.106937581	2.947303241	0	0	2.758181617	0	0	0.687923762	0	0	0	0	2.902521766	0	0	2.619441403	0	2.051159967	0	0	2.217369314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABalaapaaa	0	0	0	0	0	0	0	0	2.190324093	0	0	1.929196282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.109362063	2.585454843	1.367055154	0	0	0	2.10450003	0	0	0	0	0	0	1.013128231	1.717730967	3.691248511	0	2.666092985	0	1.756224699	1.858599179	0	0	0	0	0	0	1.988338545	0	0	1.131144113	0	0	2.786697314	0	0	0	0	0	0	0	0	0	0	1.753324056	0	0	2.622590126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABalaapaap	0	0	0	0	0	0	0	0	2.50337435	1.87358465	0	2.44925815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.788315682	2.56354719	2.203079356	0	0	0	2.33029551	0	0	0	0	0	0	1.246956459	2.142138886	4.102239116	0	3.119083831	0	1.904783097	2.291276823	0	0	0	0	0	0	2.167161534	0	0	1.590275477	0	0	3.144020543	0	0	2.019620845	0	0	0	0	0	0	0	1.874606739	0	0.367359682	3.044632461	0	0	0	0	0	0	0	0	0	0	0	0	0.623029956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABalaapapa	0	0	0	0	0	0	0	0.963657384	2.009988692	1.794381932	0	1.788426611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.425806095	0	0	0	0	2.086888115	2.867164627	0	0	0	1.767985713	0	0	0	0	0	0	1.644575265	0	4.975346468	0	2.742472925	0	1.549738497	0	0	0	0	0	0	0	2.551696385	0	0	1.431171799	0	0	0	0	0	1.846460841	0	0	0	0	0	0	0	2.286587858	0	0	2.752477316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABalaapapp	0	0	0	0	0	0	0	1.900358114	2.988152651	2.469116498	2.399556839	3.119629922	0.616587346	0	1.417256482	0.748489057	0	0	0	0	0	1.710549387	0	0	0.656935548	0	0	0	0	2.48692749	0.901107598	0	0	0	2.095700546	2.944644708	3.025913215	0	0	0	2.139531993	0	0	0	0	0	0	2.438037021	1.978056993	5.151959231	0	2.699543478	0	1.999099599	1.436248998	0	0	0	0	0	1.248066118	3.028090986	0	2.305562952	1.84730873	0	0	2.776517948	0	0	2.585723158	0	0	0	0	0	0	0	2.1688034	0	0.437432993	3.247168623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABalaappaa	0	0	0	0	0	0.232576373	0	2.139169636	2.205999933	0	0	0	0	0	0	0	0	0	0	0	0	1.352258591	0	0	0	0	0	0	0	0	0	0	0	0	0	1.63831645	0	0	0	0	2.69796902	0	0	0	0	0	0	0	1.441659386	4.761919852	0	0	0	0	0	0	0	0	0	0	0	1.321710146	0	0	1.87796938	0	2.433503739	2.883190092	0	0	0	0	0	0	0	0	0	0	2.362293956	0	0	1.728027346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABalaappap	0	0	0	0	0	1.470159707	0	2.052166754	3.096246031	0	1.427800086	2.564249098	2.163000802	0	0	0	0	0	0	0	0	2.763334434	0	0	0	0	0	0	0	0	1.258501542	0	0	0	2.328501348	3.305258961	2.381994129	0	0.959357753	0	2.720949337	0	0	0	0	0	0	2.065660997	1.708713975	4.853768385	0	2.681901096	0	1.884043402	1.942821056	0	0	0	0	0	0	1.894098889	0	0	2.876081164	0.982326664	2.534952565	3.528696407	0	1.326384169	2.827105025	0	0	0	0	0	0	0	3.149992614	0	0	2.558690871	0	0	0	0	0	0	0	0	0	0	0	0	1.931387747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABalaapppa	0	0	0	0	0	2.201513308	3.388089556	2.378229852	3.243645088	0	0	3.300563813	2.578239974	0	1.899268736	1.986286066	0	0	0	0	0	2.795756489	0	0	0	0	0	0	0	2.362249519	0	0	1.990026484	0	2.67084367	2.851063255	3.577364724	0	0	0	3.087598541	0	0	0	0	0	0	2.978463291	0.252667667	4.852373795	0	3.450058893	0	1.181566675	2.807880151	0	0	0	0	0	0	3.015792739	0	0	2.564651519	0	0	3.741194048	0	1.088109639	3.149879112	0	0	0	0	0	0	0	3.239583757	0	0	2.894701836	0	2.939325267	0	0	2.944245633	0	0	0	0	0	0	0	2.610230478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABalaapppp	0	0	0	0	0	2.273765435	3.498577941	2.408571976	3.538560653	2.191064811	0.586964806	3.62352001	2.865305136	2.059656312	2.286979496	2.005996748	0	0	0	0	0	2.690410793	0	0	0	0	0	0	0	2.785677808	2.744233462	0	2.047916718	0	2.702519373	3.445618371	3.926929123	0	0	0	3.411235355	0	0	0	0	0	0	3.299813947	1.421142851	4.649651932	0	3.535037784	1.738413366	1.851745839	3.10926628	0	0	0	0	0	0	3.386017724	0	0	2.998557849	0	1.900522981	3.494950519	0	0	3.313871254	0	0	0	0	0	0	0	3.567942137	0	1.012885703	3.575621717	0	2.493526234	1.481231753	0	2.637864085	0	0	0	0	0	0	0	2.712353332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABalapaaaa	0	0	0	0	0	0	0.460753847	2.472511972	3.684510315	0	1.882293021	3.043964474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.094528794	0	0	0	2.155181425	2.989898791	2.311015261	2.15430157	0	0	3.072566346	0	0	0	0	0	0	2.891223439	1.589058776	4.77549792	0	3.88824862	0	2.400886292	2.549176426	0	0	0	0	0	2.343623581	2.333733539	0	2.350986144	2.279562155	0	3.149840113	1.739419527	0	0	2.678511687	0	0	0	0	0	0	0	2.807029825	0	0	2.648275805	0	0	1.92633002	0	0	0	0	0	0	0	0	0	2.128742427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABalapaaap	0	0	0	0	0	0	2.260814749	2.819464617	3.573603624	0	2.358082069	3.13498004	1.855229922	2.510065781	0	2.712520735	0	0	0	0	0	0	0	0	2.428983961	0	0	0	0	0	2.384948774	0	0	0	2.730438129	3.540303178	2.792608685	2.638713362	0	0	3.385013784	0	0	0	0	0	0	3.331110215	1.747571341	4.539545552	0	3.948437763	0	2.997549806	3.206071938	0	0	0	0	0	2.556459454	3.082618592	0	2.899644726	2.989052141	0	2.796586093	2.767894676	0	0	3.156119037	0	0	0	0	0	0	0	3.447941014	0	0	3.077719976	0	0	2.703648817	1.286086564	2.169871715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABalapaapa	0	0	0	0	0	0	2.887009272	2.497905397	3.466170752	0	0	3.696241587	0	0	0	2.377193548	0	0	0	0	0	0	0	0	0	0	0	0	0	1.400645038	0	0	0	0	1.57427465	2.855246941	2.930263179	1.93939627	0	0	3.176624371	0	0	0	0	0	0	2.55560066	2.015582678	4.668780327	0	3.553385626	0	3.300507043	0	0	0	0	0	0	1.623299392	0	0	3.345256282	1.355269624	0	0	2.440759017	0	0	2.918779769	0	0	0	0	0	0	0	3.711967004	0	0	2.648369904	1.714841476	2.249011635	0	0	2.341293271	0	0	0	0	0	0	0	1.588511412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABalapaapp	0	0	0	0	0	1.82219561	3.181572291	2.758085737	3.701688503	1.752834593	1.908878788	3.574310053	2.533491406	2.941748056	0	2.937959621	0	0	0	0	0	0	0	0	0	0	0	0	0	1.736806571	2.330849708	0	0	1.694874958	1.909663318	3.268918024	3.223113843	2.591023209	1.618960839	0	3.374907378	1.802391112	2.181814972	0	0	0	0	3.028642294	2.458213585	4.784560319	0	3.912330229	0	3.464554346	2.337748435	0	0	0	0	0	2.241331592	2.533314489	0	3.64551874	1.990679324	0	2.919792448	2.443390569	0	0.203064297	2.490719066	0	0	0	0	0	0	0	4.020970028	0	0	2.706949483	1.829843733	0	2.106653192	0	2.635932674	0	0	0	0	0	0	0	2.514763049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABalapapaa	0	0	0	0	0	0	3.06675897	3.470102586	4.277009236	0	0	3.669683213	2.799217202	2.877034984	2.159002351	2.761278448	0	0	0	0	0	0	0	0	3.075323605	0	2.615122949	0	0	2.855409944	0	0	0	0	0	3.289651847	2.863986451	2.709422915	2.744102064	2.71271566	3.113068741	0	0	0	0	0	0	3.179389406	3.18593201	4.936028586	0	3.132432525	2.233371303	2.727894077	0	0	0	0	0	0	3.236062279	2.390815094	0	3.277734595	2.755778442	0	3.10988914	3.473775797	0	0	3.112989132	0	0	0	0	0	0	0	3.375704872	0	2.578775949	3.598369312	0	2.692465507	0	0	2.956142082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABalapapap	0	0	0	0	0	0	2.997179899	3.321519316	4.011489363	0	0	3.703050766	3.078018406	3.036469865	1.981984248	2.925138039	0	0	0	0	0	2.709708704	0	0	2.086657143	0	2.723195746	0	0	3.668804461	2.4965768	2.195751487	0	0	3.013108322	3.56501686	3.815481093	0	2.495691857	2.758318839	3.082085534	0	0	0	0	0	0	3.560866149	3.257198768	4.501546655	0	3.921432714	2.763175025	2.617757419	3.31955089	0	0	0	0	0	3.280564259	2.515274549	0	3.259608467	3.267198155	0	2.663741313	4.038511098	0	0	3.381421801	0	0	0	0	0	0	0	3.756815698	2.124479164	3.17487491	3.873987915	0	0	2.31976048	0	3.146337146	0	0	0	0	0	0	0	2.232942435	0	0	0	0	0	0	2.641994875	0	0	0	0	0	0	0	0	0	0	0
ABalapappa	0	0	0	0	0	0	2.49494155	3.086346745	3.903824104	0	0	3.494742364	2.283145299	2.359202836	1.698726006	3.073813759	0	0	0	0	0	0	0	0	3.317882134	0	2.071155426	0	0	2.746425039	0	0	0	0	2.305900795	3.250499104	3.697915536	2.915062459	2.109244984	2.175146151	2.829658218	0	2.642672714	0	0	0	0	2.932055274	2.118814295	4.324008742	0	2.890117278	0	3.229228625	3.164961288	0	0	0	0	0	0	2.412626038	0	2.634967323	2.13740938	0	2.298971876	2.887519545	0	1.445540131	3.270388877	0	0	0	0	0	0	0	3.272282491	0	2.782474913	3.07440542	2.453611126	2.778254429	1.427456467	3.284203594	2.281851254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABalapappp	0	1.836026518	0	0	0	0	2.979055596	3.5177007	4.347923641	2.657707855	2.968030907	3.754755329	2.865062928	3.072758434	2.53295003	3.783191114	0	0	0	0	0	2.701631205	0	0	3.720349712	0	3.037539715	0	2.972723779	3.399721604	2.678980845	3.205684929	2.360260475	0	3.237984367	3.842238961	3.801907607	2.999361418	3.127937329	2.841069985	3.272523923	0	3.055068628	0	0	0	0	3.286296274	3.278307835	4.606239547	2.430092629	3.611329939	3.250457365	3.528528501	3.278755449	0	0	0	0	0	2.767765887	3.192780817	2.146727682	3.380016624	3.113384828	0	4.132197158	4.003354888	0	3.013958695	3.829570394	0	0	0	0	0	2.180996192	0	3.85461987	0	3.362682495	3.506892347	2.770131561	3.164872331	2.256357357	3.90552286	2.374837346	0	0	0	0	0	0	0	2.580968458	0	0	0	0	0	3.257814147	0	0	0	0	0	0	0	0	0	0	0	0
ABalappaaa	0	0	0	0	0	0	2.266822323	0	3.015907077	0	2.404624833	2.464997426	0	0	2.298958184	2.295858549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.409242029	2.317593973	0	0	0	1.713852331	0	0	0	0	0	0	3.218619862	2.123549817	4.151519831	0	2.988487802	0	0	1.542706895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.608808061	0	0	0	0	0	0	0	0	0	0	3.151416885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABalappaap	0	0	0	0	0	0	2.725822481	0	3.095211538	0	0	2.710869287	0	0	2.815660885	3.000459016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.724352381	3.196575826	0	2.495543875	0	3.08556828	0	0.577837943	0	0	0	0	2.816339724	2.003341145	3.993119645	0	3.689938766	0	2.147124005	2.661587296	0	0	0	0	0	0	0	0	0	0	0	2.118215675	2.460758775	0	0	3.923291404	0	0	0	0	0	0	0	3.069404795	0	0	2.566299439	0	0	0	0	2.330703392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABalappapa	0	0	0	0	0	0	0	0	2.528461431	2.38360553	0	2.918486761	0	0	0	0	0	0	0	0	0	1.671366663	0	0	0	0	0	0	0	0	0	0	0	0	0	2.583006992	2.472992327	0	0	2.097918326	3.030627668	3.132525647	0	0	0	0	0	2.359637815	0	4.84209815	0	3.905591161	0	2.010150979	3.107601246	0	0	0	0	0	0	2.490754016	0	2.896621105	2.037502353	0	0	2.993483594	0	0	2.940268863	0	0	0	0	0	0	0	2.746994801	0	0	0	0	0	0	0	2.371568628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABalappapp	0	0	0	0	0	0	0	1.471201366	3.15473092	2.809283983	2.504634717	3.51306621	0	0	1.190132503	0	0	0	0	0	0	2.83460586	0	0	1.306526701	0	0	0	0	3.217683452	0	0	2.119562473	0	2.03466655	3.184075125	2.896216552	2.478092512	2.89366052	2.374200573	3.629248129	0	2.957622887	0	0	0	0	3.532295997	1.70089677	5.113729574	0	4.005175689	1.794046267	1.945857018	3.413973287	0	0	0	0	0	0	3.201874182	2.040313603	3.582812243	2.472286037	0	2.311014137	3.054113281	0	0	3.431111386	0	0	0	0	0	0	0	3.441568666	0	0	2.638365453	0	0	0	0	2.727227508	0	0	0	0	0	0	0	0	0	0	0	0	0	0.401171462	0	0	0	0	0	0	0	0	0	0	0	0
ABalapppaa	0	0	0	0	0	0	3.462338304	3.121028361	4.100991577	3.55116906	2.877369293	3.946272443	3.062998486	2.513698896	0	3.614046176	0	0	0	0	0	0	0	0	2.68904652	2.820788964	0	0	0	3.206092172	0	2.407534597	2.397695424	0	3.223088626	3.605984088	3.703602489	2.123191546	2.943127706	3.087166269	3.850292213	0	2.627750453	2.469946535	0	0	0	3.828065663	3.549513899	5.125708722	0	4.333249329	1.539988304	2.536538087	3.153156916	0	0	0	0	0	2.249609371	2.517949614	0	3.970699443	3.588134688	0	1.626121629	3.984417149	0	0	3.838837403	0	0	0	0	0	0	0	3.882409522	2.901805995	3.091048005	3.347355692	0	3.677559126	0	2.408513593	3.26663582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABalapppap	0	1.597005728	0	0	0	0	3.589215587	3.432723736	4.182915709	3.58876696	3.363462977	4.165076247	3.229873081	2.777742472	0	3.42455043	0	0	0	0	2.582932896	0.454914425	0	1.386619545	2.883188822	2.702009407	0	0	0	3.513478859	0	2.369378551	2.586597604	0	3.451779846	3.715652751	4.048011205	2.745549134	3.360465502	3.320328416	3.86190703	0	3.204058127	0	0	0	0	4.141447703	3.15858438	4.607540145	2.002528619	4.234436349	3.03157029	2.639908659	3.476974556	0	0	0	0	0	2.38171238	3.022721988	2.810184701	4.042226661	3.826398096	0	3.062962519	3.956596935	0	2.664824985	3.949774684	0	0	2.218642956	0	0	0	0	4.325068209	2.795578295	3.440134549	3.720395524	0	3.59733749	2.315390886	2.703012932	3.26266441	0	0	0	0	0	0	0	2.724452129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABalappppa	0	0	0	0	0	0	3.459257941	2.123128822	4.128565578	3.616800994	2.100936993	3.793600152	0	0	2.145798008	2.843866444	0	0	0	0	0	0	0	0	1.574183519	0	0	0	0	3.708418266	2.335580323	2.708098228	0	0	2.073776904	3.276934133	3.400425044	0	3.000322623	1.951500235	3.558020806	0	2.83810095	0	0	0	0	3.302979091	2.521849367	5.240253811	0	3.706138456	2.847472641	2.962590838	3.550998206	0	0	0	0	0	0	2.683108207	0	0	3.20803347	0	2.822640871	3.848129219	0	0	3.996506185	0	0	0	0	0	0	0	3.663125772	0	3.073439222	3.787566921	2.060967633	3.170967517	0	2.001900292	3.4246054	0	0	0	0	0	0	0	2.820225351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABalappppp	0	0	0	0	0	0	3.785471331	3.521373193	4.432102851	3.64119122	3.103501534	4.076724744	2.726164188	0	2.709071333	3.830834792	0	0	0	0	3.047092726	0	0	0	2.586649013	2.337276154	2.458714005	0	2.047163724	3.973208318	3.09327841	3.277210416	2.665510962	2.744228194	2.884961665	3.89911435	3.903762134	0	3.550687488	2.520057374	3.8303405	2.25876794	3.348708909	3.384413341	0	0	0	4.004728093	3.634214473	4.287625961	0	3.94373041	3.328546885	3.387335762	3.989618708	0	0	2.05270701	0	0	2.900321515	3.422341618	0	3.612131296	3.731206812	2.636477666	3.54587167	4.292155697	0	0	4.334300755	0	0	0	0	0	0	0	4.171008824	0	3.430085255	4.056202453	2.867212663	3.65555321	2.243169231	2.362572322	3.996589524	0	0	0	0	0	0	0	3.214987927	0	0	0	0	0	3.251223027	2.216169962	0	0	0	0	0	0	0	0	0	0	0
ABalpaaaaa	0	0	0	0	0	0	0	1.490603796	2.913368375	1.223602406	1.295197075	2.215081938	0.94428939	0	0	1.925406729	0	0	0	0	0	0	0	0	2.50322465	0	0	0	0	1.275668029	0	1.135690953	0	0	2.381840251	2.378611304	2.632834545	2.269310662	1.783603362	0	1.784690424	0	0	0	0	0	0	2.545110993	2.228450985	0	0	2.615826302	0	1.906348516	2.637557443	0	0	0	0	0	0	2.365056828	0	0	1.872482249	0	2.277794028	0	0	0.49661114	2.698441698	0	0	0	0	0	0	0	2.819052693	0	0	1.984838547	0	1.685740362	0	0	1.573340928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABalpaaaap	0	0	0	0	0	0	3.062095708	1.843409911	3.083475015	1.503696363	1.672321367	2.854362365	2.088195494	0	0	2.09989783	0	0	0	0	0	0	0	0	2.229002951	0	0	0	0	1.963371939	1.473079995	0	0	0	2.424806822	2.494283228	2.902634625	2.720757433	1.789813527	0	2.43880185	0	0	0	0	0	0	2.796447042	2.178917754	0	0	2.658380002	0.734497411	1.577794878	2.827770592	0	0	0	0	0	0	2.50883413	0	0	2.082765398	0	2.205658228	2.208180324	0	1.291287077	2.890481069	0	0	0	0	0	0	0	3.027370802	0	0	2.18964992	0.315961856	1.814921533	0	0	1.712342278	0	0	0	0	0	0	0	1.796198337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABalpaaapa	0	0	0	0	0	0	3.314583407	1.716911215	2.989784739	0	2.219327554	2.524954304	0	0	0	1.428337591	0	0	0	0	0	0	0	0	2.268300688	1.677041799	0	0	0	2.08335142	1.894765956	0	0	0	2.360420949	2.635281764	3.122160832	2.799297445	0	0	2.797963698	0	0	0	0	0	0	2.944245306	1.729470544	0	0	2.992986539	0.691844495	1.536291441	2.883423802	0	0	0	0	0	0	3.399233406	0	0	2.135295565	0	1.814158576	2.991840975	0	1.933011714	2.874402801	0	0	0	0	0	0	0	3.307610125	0	0	1.975352041	0	2.097899325	2.255254044	0	0	0	0	0	0	0	0	0	1.378849374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABalpaaapp	0	0	0	0	0	0	3.388959288	2.260441289	3.360648877	0	2.431889636	3.189456029	1.999747899	2.244907499	1.651887492	1.970545076	0	0	0	0	1.226808108	2.577662508	0	0	1.823441047	2.229163939	0	0	0	2.374577114	2.669876018	0	0	0	2.649256237	3.139687211	3.321907376	1.985775171	2.40712934	1.240834122	2.831777504	0.443026828	1.823379507	0	0	0	0	3.457096079	2.319917381	1.827191031	0	3.187206386	1.486161676	1.999477658	3.014154215	0	0	0	0	1.471442881	1.929950683	3.640873978	1.853430318	2.176590903	2.521516684	0	2.854947662	3.260772021	0	2.034561663	2.924668821	0	0	0	0	0	0	0	3.421641905	0	1.483704247	2.364891526	0.607853719	2.367330974	2.253429058	0	1.640755966	0	0	0	0	0	0	0	2.463869234	0	0	0	0	0	0	0.724176805	0	0	0	0	0	0	0	0	0	0	0
